PERIOD,ERM_,MOVEMENT_TYPE,MOVEMENT_TYPE_2,CURRENCY_2,TD_TYPE,NET,EOP_CM,EOP_LM,VOF_VOL,CIE_VOL,ADB_VOL,NII_VOL,UMASS_MIN,MAF_MIN,AF_MIN,UMASS_MAX,MAF_MAX,AF_MAX,UMASS_AVG,MAF_AVG,AF_AVG,UMASS_VPB,MAF_VPB,ASAF_VPB,RANKING_UMASS_VPB,RANKING_MAF_VPB,RANKING_AF_VPB,INTERBANK_SHORT,INTERBANK_LONG,DISCOUNTRATE,REFINANCINGRATE
2023-12,1,9OTHERS,6OTHERS,NON-VND,AUTOROLL,0.07039,31.617021,31.546631,0,0,0,0,2.6,2.6,2.6,4.35,4.35,4.35,3.39,3.39,3.46,3.6,3.6,3.8,4,6,5,1.33,4.54,3,4.5
2023-06,NULL,1NEW_NOTROLL,2,VND,NOT_ROLL,0.025,0.025,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-11,3,6OTHERS,6OTHERS,NON-VND,NOT_ROLL,-0.027105,7.097149,7.124253,2.031355288,0,860.2231874,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023-06,4,6ROLL_AUTOROLL,3,VND,AUTOROLL,52.923759,1999.695644,1946.771885,74767.426,-62482.10211,8651836.461,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.47,8.76,3,5
2023-06,3,9OTHERS,6OTHERS,VND,AUTOROLL,-0.001446,1.502577,1.504023,68.69303243,-55.03404887,12942.76674,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-03,NULL,2,2,VND,NOT_ROLL,14.096519,14.096519,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-06,0,4PREMATURE,4PREMATURE,VND,NOT_ROLL,-11229.12753,0,11229.12753,104.3152744,-19.84977086,27540.26942,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.29,3.48,4,6.25
2023-03,12-18M,9OTHERS,6OTHERS,NON-VND,AUTOROLL,-3.628293,291.534993,295.163286,38.24936768,-1.975562589,25677.36617,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-08,9,6OTHERS,6OTHERS,NON-VND,NOT_ROLL,-0.008234,91.092794,91.101028,22.50138049,-0.024162831,10417.73657,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-07,3,2,2,NON-VND,NOT_ROLL,0.4675,0.4675,0,0.154800836,0,88.54201337,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023-08,4,9OTHERS,6OTHERS,NON-VND,AUTOROLL,3.100056,281.692808,278.592752,34.61347641,-2.075399032,23068.34332,0,5,5,5,6.8,7,7,5.91,5.97,6,6.1,6.3,6.5,8,7,5,6.25,7.56,3,4.5
2021-07,10-11M,1UNCHANGED,1UNCHANGED,VND,NOT_ROLL,0,104.546458,104.546458,43.04468806,-37.28511287,8363.551042,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-12,9,1UNCHANGED,1UNCHANGED,VND,NOT_ROLL,0,3144.576968,3144.576968,1917.252963,-1727.761617,244893.8176,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023-03,NULL,9OTHERS,6OTHERS,VND,NOT_ROLL,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023-09,12-18M,5NEW_AUTOROLL,2,NON-VND,AUTOROLL,5.998153,5.998153,0,27.72836052,-0.974625976,19262.63267,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-12,4,6OTHERS,6OTHERS,VND,NOT_ROLL,15.555105,57.553962,41.998857,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023-10,0,0,1UNCHANGED,VND,NOT_ROLL,0,0,0,9275.593253,-312.1921216,1981280.893,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.55,0.81,3,4.5
2022-08,9,2,2,VND,NOT_ROLL,15.300556,15.300556,0,270.890903,-228.6150778,42142.33952,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023-04,12-18M,4,1UNCHANGED,VND,AUTOROLL,0,47686.61741,47686.61741,43661.09536,-37740.85811,5236481.017,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-08,4,3,3,NON-VND,NOT_ROLL,-0.473839,44.771813,45.245652,43.24797164,-10.14389553,18316.23138,0,5.5,5.5,5.5,7.2,7.2,7.2,6.17,6.17,6.17,7.2,7.2,7.2,1,1,1,5.17,4.9,4,6.25
2022-11,1,1UNCHANGED,1UNCHANGED,VND,NOT_ROLL,0,3061.974334,3061.974334,7333.04448,-6334.706634,1514411.406,0,3.8,3.8,3.8,6,6,6,5.42,5.45,5.45,5.6,6,6,12,3,5,8.09,10.51,4,6
2021-09,4,3,3,VND,NOT_ROLL,95.035433,3619.228321,3524.192887,21290.09514,-19165.79508,4317140.314,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.18,3.73,2,4
2023-02,3,5NEW_AUTOROLL,2,VND,AUTOROLL,15.265514,15.265514,0,68.5386817,-56.36088119,14142.99907,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023-10,4,1NEW_NOTROLL,2,NON-VND,NOT_ROLL,0.57495,0.57495,0,52.20162325,-1.835682568,21475.32182,0,4.3,4.3,4.3,6,6.2,6.2,5.1,5.17,5.2,5.3,5.5,5.7,6,5,5,4.87,7.32,3,4.5
2021-03,10-11M,6OTHERS,6OTHERS,VND,NOT_ROLL,0.004541,0.024929,0.020388,50.76016313,-42.25801318,8633.317527,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-10,10-11M,2,2,VND,NOT_ROLL,5.544944,5.544944,0,44.19202703,-38.22453481,8881.624062,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-02,4,2,2,VND,NOT_ROLL,4633.468725,4633.468725,0,16094.71043,-14677.0177,2761243.674,0,5.5,5.5,5.5,7,7,7,6.2,6.2,6.2,7,7,7,1,1,1,6,5.26,4,6.25
2019-05,1,1UNCHANGED,1UNCHANGED,VND,NOT_ROLL,0,2725.850105,2725.850105,7098.365474,-5726.728398,0,0,4.5,4.5,4.5,5.3,5.3,5.3,4.92,4.92,4.92,5.3,5.3,5.3,1,1,1,3.79,4.21,4,6.25
2019-07,1,3,3,VND,NOT_ROLL,38.085887,6829.278145,6791.192258,6475.929961,-5301.420702,1290997.062,0,4.5,4.5,4.5,5.3,5.3,5.3,4.97,4.97,4.97,5.3,5.3,5.3,1,1,1,4.7,4.38,4,6.25
2023-02,4,0,1UNCHANGED,VND,NOT_ROLL,0,13845.82565,13845.82565,49698.90441,-44639.57244,6795261.35,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11.62,9.61,4,6
2019-04,4,6OTHERS,6OTHERS,NON-VND,NOT_ROLL,-0.716832,235.975091,236.691923,51.34886727,-14.49148285,22348.54837,0,5.3,5.3,5.3,6.8,6.8,6.8,5.92,5.92,5.92,6.8,6.8,6.8,1,1,1,4.68,4.5,4,6.25
2022-03,9,1UNCHANGED,1UNCHANGED,VND,NOT_ROLL,0,680.872584,680.872584,388.7426858,-323.2823139,57247.49336,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-09,9,2,2,NON-VND,NOT_ROLL,2.918747,2.918747,0,9.273159293,0,6679.526512,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-01,0,2,2,NON-VND,NOT_ROLL,7.733847,7.733847,0,49.60291413,0,26969.47655,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.8,2.31,2,4
2019-10,10-11M,6OTHERS,6OTHERS,VND,NOT_ROLL,0.040055,0.249255,0.2092,113.2166344,-99.91120794,16545.58797,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-03,9,6OTHERS,6OTHERS,NON-VND,NOT_ROLL,-0.015796,1.195738,1.211534,45.52749106,-0.066100111,16113.36933,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-08,0,2,2,NON-VND,NOT_ROLL,0.4408,0.4408,0,0.085570939,0,39.20274616,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.88,3.02,4,6.25
2024-01,0,5NEW_AUTOROLL,2,NON-VND,AUTOROLL,0.686344,0.686344,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.95,2.19,3,4.5
2021-04,9,1UNCHANGED,1UNCHANGED,VND,NOT_ROLL,0,1874.238576,1874.238576,1129.756484,-999.7048114,148897.2452,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11,1,2,2,NON-VND,NOT_ROLL,23.057477,23.057477,0,40.3427621,-1.451069697,25465.59237,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.33,1.4,2,4
2021-02,NULL,2,2,VND,NOT_ROLL,8.3243,8.3243,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-12,9,6OTHERS,6OTHERS,VND,NOT_ROLL,1.194639,11.338706,10.144068,1424.462314,1445.832059,178325.7615,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023-08,NULL,3PREMATURE_NOTROLL,4PREMATURE,VND,NOT_ROLL,-2.95,0,2.95,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023-09,0,9OTHERS,6OTHERS,VND,NOT_ROLL,-0.024,0.143475,0.167475,8229.119439,-321.2024821,1941907.564,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.19,0.55,3,4.5
2021-04,1,2,2,NON-VND,NOT_ROLL,28.777123,28.777123,0,31.26790449,-1.10207328,20831.1784,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.74,1.27,2,4
2020-07,NULL,3,3,VND,NOT_ROLL,0.538257,6.010257,5.472,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-04,1,1UNCHANGED,1UNCHANGED,VND,NOT_ROLL,0,3351.435406,3351.435406,4960.899023,-4081.93323,1448072.143,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.74,1.27,2,4
2023-05,4,9OTHERS,6OTHERS,VND,NOT_ROLL,52.856272,228.030646,175.174373,70961.68765,-61660.95031,8036030.076,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.55,8.8,3,3.5
2020-07,9,2,2,NON-VND,NOT_ROLL,9.518735,9.518735,0,24.13132726,-0.024741332,11675.80401,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-12,4,3,3,VND,NOT_ROLL,9.877259,1303.819724,1293.942464,40580.06757,-37152.28811,5811887.871,0,6,6,6,9.1,9.1,9.1,7.47,7.56,7.58,8.7,8.7,8.8,2,4,4,12.14,8.5,4,6
2020-12,12-18M,1UNCHANGED,1UNCHANGED,VND,NOT_ROLL,0,18270.74899,18270.74899,10210.86959,-8838.714141,1553794.185,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-10,1,1UNCHANGED,1UNCHANGED,VND,NOT_ROLL,0,2400.640271,2400.640271,4138.652096,-3317.572969,1104645.738,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5,1.26,2,4
2022-10,3,6OTHERS,6OTHERS,VND,NOT_ROLL,-0.3248,0.864329,1.189129,70.74496347,-56.0171006,18132.01671,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-12,4,2,2,NON-VND,NOT_ROLL,125.035083,125.035083,0,50.54287848,-2.436696262,35349.88025,0,6,6,6,9.1,9.1,9.1,7.47,7.56,7.58,8.7,8.7,8.8,2,4,4,12.14,8.5,4,6
2019-12,12-18M,2,2,NON-VND,NOT_ROLL,104.62854,104.62854,0,251.6684557,-11.97273169,90231.42218,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-12,1,2,2,NON-VND,NOT_ROLL,83.114139,83.114139,0,46.59390397,-1.035003431,36059.04403,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.16,2.23,2,4
2023-03,9,5NEW_AUTOROLL,2,VND,AUTOROLL,26.532575,26.532575,0,1361.939245,-1102.761962,150243.8526,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-07,NULL,1UNCHANGED,1UNCHANGED,VND,NOT_ROLL,0,270.595239,270.595239,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023-06,1,5NEW_AUTOROLL,2,VND,AUTOROLL,5357.872109,5357.872109,0,5813.424525,-4733.698013,1216482.774,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.7,6.1,3,5
2023-07,10-11M,4,1UNCHANGED,VND,AUTOROLL,0,264.820889,264.820889,288.4419094,-239.9883013,33594.94317,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-12,12-18M,1UNCHANGED,1UNCHANGED,VND,NOT_ROLL,0,37259.6714,37259.6714,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-08,12-18M,6OTHERS,6OTHERS,NON-VND,NOT_ROLL,5.832561,860.816829,854.984268,162.3469025,-15.54682914,74399.1688,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-11,4,6OTHERS,6OTHERS,NON-VND,NOT_ROLL,1.041931,348.621816,347.579885,43.45151359,-0.498164282,36438.87011,0,6,6,6,7.9,8.3,8.4,6.95,7.02,7.04,7.9,8.1,8.2,1,2,2,9.08,7.65,4,6
2024-01,12-18M,6ROLL_AUTOROLL,3,NON-VND,AUTOROLL,0.032753,9.49597,9.463218,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023-11,0,7PREMATURE_AUTOROLL,4PREMATURE,VND,AUTOROLL,-27483.84385,0,27483.84385,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.05,1.68,3,4.5
2020-05,0,4SCHEDULE,4SCHEDULE,VND,NOT_ROLL,-3988.981274,0,3988.981274,94.18915013,-7.77396851,26051.24165,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2.3,3,5
2019-06,9,2,2,VND,NOT_ROLL,27.178552,27.178552,0,2472.204193,-2240.612684,318805.4012,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-03,4,1UNCHANGED,1UNCHANGED,VND,NOT_ROLL,0,44248.42539,44248.42539,22920.64507,-20339.47548,4301383.095,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.81,3.96,2,4
2023-05,12-18M,9OTHERS,6OTHERS,VND,NOT_ROLL,18.878983,101.061796,82.182813,49233.05306,-42028.02267,5588357.191,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2024-01,1,1NEW_NOTROLL,2,VND,NOT_ROLL,6001.569654,6001.569654,0,0,0,0,0,1.93,1.93,1.93,3.5,3.5,3.6,2.82,2.86,2.94,3.2,3.2,3.4,4,3,3,1.8,4.4,3,4.5
2020-06,10-11M,1UNCHANGED,1UNCHANGED,VND,NOT_ROLL,0,208.118033,208.118033,114.2626371,-104.7692861,17031.89694,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-02,0,6OTHERS,6OTHERS,VND,NOT_ROLL,1.00E-06,0.01077,0.010769,1916.53191,-1837.15423,1002362.584,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.82,5.03,4,6.25
2022-07,10-11M,3,3,VND,NOT_ROLL,0.499862,10.562171,10.062309,47.56474676,-39.18576169,8859.722909,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023-01,4,9OTHERS,6OTHERS,NON-VND,AUTOROLL,423.018755,423.018755,0,79.59520544,-2.449681465,37230.84638,0,6,6,6,9.3,9.5,9.5,7.48,7.56,7.58,8.7,8.7,8.8,3,4,4,10.53,9.61,4,6
2023-03,0,2SCHE_NOTROLL,4SCHEDULE,VND,NOT_ROLL,-250.751702,0,250.751702,7719.142902,-725.3965289,1571297.673,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.97,5.91,4,6
2024-01,12-18M,5NEW_AUTOROLL,2,NON-VND,AUTOROLL,4.960801,4.960801,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-07,3,2,2,VND,NOT_ROLL,62.513664,62.513664,0,51.75634102,-41.33998022,13086.0033,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023-08,0,2SCHE_NOTROLL,4SCHEDULE,VND,NOT_ROLL,-626.250563,0,626.250563,8118.581812,-276.3898905,1785894.346,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.22,0.61,3,4.5
2023-09,12-18M,9OTHERS,6OTHERS,NON-VND,AUTOROLL,0.9042,225.593514,224.689314,27.72836052,-0.974625976,19262.63267,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-08,4,2,2,VND,NOT_ROLL,6800.679123,6800.679123,0,22251.81577,-20034.98721,4364753.924,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.42,3.78,2,4
2023-06,4,7PREMATURE_AUTOROLL,4PREMATURE,VND,AUTOROLL,-25.039904,0,25.039904,74767.426,-62482.10211,8651836.461,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.47,8.76,3,5
2021-05,4,2,2,NON-VND,NOT_ROLL,18.749505,18.749505,0,19.76667081,-4.579977864,17531.78177,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.14,3.4,2,4
2021-11,NULL,1UNCHANGED,1UNCHANGED,VND,NOT_ROLL,0,384.281085,384.281085,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023-09,0,6ROLL_AUTOROLL,3,NON-VND,AUTOROLL,0.078415,9.295999,9.217584,62.05041261,4.04673818,20786.01583,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.19,0.55,3,4.5
2021-07,10-11M,6OTHERS,6OTHERS,VND,NOT_ROLL,0.001,0.011,0.01,43.04468806,-37.28511287,8363.551042,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-06,12-18M,2,2,NON-VND,NOT_ROLL,11.09609,11.09609,0,45.60257526,-2.980839862,31476.09064,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-05,12-18M,6OTHERS,6OTHERS,NON-VND,NOT_ROLL,-1.058911,666.158736,667.217646,92.87668353,-7.75240158,58790.21146,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-09,NULL,3,3,VND,NOT_ROLL,0.113081,1.410676,1.297595,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-02,12-18M,3,3,VND,NOT_ROLL,30.171149,493.515809,463.34466,6765.343403,-6120.192605,1392943.801,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023-01,12-18M,9OTHERS,6OTHERS,NON-VND,AUTOROLL,323.657003,323.657003,0,36.47588675,-2.29698161,26692.80384,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-12,10-11M,6OTHERS,6OTHERS,VND,NOT_ROLL,0.122309,0.375285,0.252976,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023-12,10-11M,6ROLL_AUTOROLL,3,VND,AUTOROLL,0.349979,5.032105,4.682126,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023-10,4,9OTHERS,6OTHERS,NON-VND,AUTOROLL,1.896535,226.561672,224.665137,52.20162325,-1.835682568,21475.32182,0,4.3,4.3,4.3,6,6.2,6.2,5.1,5.17,5.2,5.3,5.5,5.7,6,5,5,4.87,7.32,3,4.5
2023-04,1,9OTHERS,6OTHERS,VND,AUTOROLL,-6.925154,15.425995,22.351149,6299.548081,-5450.417331,1231275.003,0,4.9,4.9,4.9,6,6,6,5.58,5.59,5.58,6,6,6,4,3,8,5.2,7.17,3,3.5
2022-11,0,4PREMATURE,4PREMATURE,VND,NOT_ROLL,-17673.78998,0,17673.78998,6432.416812,-713.3215814,1583171.564,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.61,6.01,4,6
2019-12,12-18M,3,3,VND,NOT_ROLL,21.616487,297.600025,275.983539,27972.7838,-25471.30939,3807876.038,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023-03,1,5NEW_AUTOROLL,2,VND,AUTOROLL,4962.363446,4962.363446,0,6770.514669,-5829.390925,1227943.819,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.18,7.65,4,6
2021-07,0,3,3,NON-VND,NOT_ROLL,-0.003954,1.296377,1.300331,61.35499513,-0.00744205,26591.35273,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.09,1.32,2,4
2023-08,9,5NEW_AUTOROLL,2,VND,AUTOROLL,43.291588,43.291588,0,1310.130659,-1049.525375,141019.3982,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
